"NATMON_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","NIC","Nicaragua","2019","2019",0.65381,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","ECU","Ecuador","2019","2019",0.26356,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","AUT","Austria","2019","2019",0.89514,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","GTM","Guatemala","2019","2019",,"n","Magnitude nil or negligible"
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","LUX","Luxembourg","2019","2019",1.61299,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","SLE","Sierra Leone","2019","2019",2.99375,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2019","2019",1.86789,,
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","ROU","Romania","2019","2019",0.09415,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MLI","Mali","2019","2019",0.7026,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","LVA","Latvia","2019","2019",0.62209,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","SVK","Slovakia","2019","2019",0.62522,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","MLT","Malta","2019","2019",1.07563,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","ESP","Spain","2019","2019",1.1173,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","IND","India","2019","2019",0.50387,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","BMU","Bermuda","2019","2019",0.41618,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","VUT","Vanuatu","2019","2019",0.75602,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","KOR","Republic of Korea","2019","2019",1.04236,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","GIN","Guinea","2019","2019",0.7614,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","VGB","British Virgin Islands","2019","2019",0.86674,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","SWZ","Eswatini","2019","2019",2.46832,,
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","FRA","France","2019","2019",0.40832,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","JAM","Jamaica","2019","2019",1.23782,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","NOR","Norway","2019","2019",2.13483,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","SVN","Slovenia","2019","2019",1.40775,,
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","IRN","Iran (Islamic Republic of)","2019","2019",0.287,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","PHL","Philippines","2019","2019",1.18529,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","AIA","Anguilla","2019","2019",0.99826,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","SLV","El Salvador","2019","2019",0.33655,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","CPV","Cabo Verde","2019","2019",0.41685,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","DMA","Dominica","2019","2019",1.77795,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","ABW","Aruba","2019","2019",0.62018,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","ISL","Iceland","2019","2019",1.28614,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","SGP","Singapore","2019","2019",0.20631,,
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","LUX","Luxembourg","2019","2019",0.55146,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","LTU","Lithuania","2019","2019",0.79884,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","USA","United States of America","2019","2019",0.0156,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","PER","Peru","2019","2019",,"a","Category not applicable"
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","AND","Andorra","2019","2019",0.13295,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","MNG","Mongolia","2019","2019",0.2043,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","BLR","Belarus","2019","2019",0.19289,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","DNK","Denmark","2019","2019",2.17712,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","ESP","Spain","2019","2019",0.83677,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","GTM","Guatemala","2019","2019",0.4189,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","UKR","Ukraine","2019","2019",0.90628,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","PAK","Pakistan","2019","2019",1.064,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","AUT","Austria","2019","2019",0.88604,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","DOM","Dominican Republic","2019","2019",,"a","Category not applicable"
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","ROU","Romania","2019","2019",1.48707,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","SVK","Slovakia","2019","2019",0.04385,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","MLI","Mali","2019","2019",0.28102,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","ITA","Italy","2019","2019",1.0184,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","KGZ","Kyrgyzstan","2019","2019",0.87089,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MAC","China, Macao Special Administrative Region","2019","2019",1.22376,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","JAM","Jamaica","2019","2019",0.20668,,
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","ZAF","South Africa","2019","2019",0.25524,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","IRL","Ireland","2019","2019",0.08495,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","ECU","Ecuador","2019","2019",1.22193,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","LVA","Latvia","2019","2019",1.44926,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","MEX","Mexico","2019","2019",0.72285,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","BGR","Bulgaria","2019","2019",0.81748,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","FRA","France","2019","2019",1.17153,,
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","MMR","Myanmar","2019","2019",0.03316,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","BLZ","Belize","2019","2019",1.52804,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","SEN","Senegal","2019","2019",0.7658,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","IRN","Iran (Islamic Republic of)","2019","2019",1.09513,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","LKA","Sri Lanka","2019","2019",0.42924,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","CRI","Costa Rica","2019","2019",1.48401,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","POL","Poland","2019","2019",1.25694,,
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","HUN","Hungary","2019","2019",0.5328,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","BTN","Bhutan","2019","2019",0.5091,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","CAN","Canada","2019","2019",1.56344,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","SLV","El Salvador","2019","2019",,"a","Category not applicable"
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","CZE","Czechia","2019","2019",0.92594,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","BRB","Barbados","2019","2019",1.33253,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","KGZ","Kyrgyzstan","2019","2019",0.89398,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","CIV","Côte d'Ivoire","2019","2019",0.40651,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","MDV","Maldives","2019","2019",0.7991,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","FIN","Finland","2019","2019",0.77335,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","ISL","Iceland","2019","2019",1.03579,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","CHE","Switzerland","2019","2019",0.4179,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","MNG","Mongolia","2019","2019",0.97174,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","KNA","Saint Kitts and Nevis","2019","2019",0.4305,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","IRL","Ireland","2019","2019",0.57373,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","AND","Andorra","2019","2019",0.37259,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","BLR","Belarus","2019","2019",1.1827,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","TUR","Türkiye","2019","2019",0.83226,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","MAC","China, Macao Special Administrative Region","2019","2019",,"a","Category not applicable"
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","CHL","Chile","2019","2019",0.58745,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","NPL","Nepal","2019","2019",1.48584,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","ALB","Albania","2019","2019",0.69903,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","NOR","Norway","2019","2019",0.7167,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","DOM","Dominican Republic","2019","2019",0.23678,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","UKR","Ukraine","2019","2019",1.29144,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","SEN","Senegal","2019","2019",1.79676,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","NZL","New Zealand","2019","2019",1.7462,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","MUS","Mauritius","2019","2019",2.82475,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","MCO","Monaco","2019","2019",0.40223,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MEX","Mexico","2019","2019",0.85205,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","LCA","Saint Lucia","2019","2019",0.5289,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","SVK","Slovakia","2019","2019",0.78035,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","MSR","Montserrat","2019","2019",1.27223,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","ARG","Argentina","2019","2019",0.77486,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","MLI","Mali","2019","2019",0.03536,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","SWE","Sweden","2019","2019",2.16745,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","DOM","Dominican Republic","2019","2019",1.14845,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","VUT","Vanuatu","2019","2019",0.16051,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","DEU","Germany","2019","2019",0.67662,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","IRL","Ireland","2019","2019",0.85862,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","CHE","Switzerland","2019","2019",0.86078,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","GTM","Guatemala","2019","2019",0.39701,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","AGO","Angola","2019","2019",0.24319,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","JPN","Japan","2019","2019",1.27903,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","AUT","Austria","2019","2019",0.01215,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","FRA","France","2019","2019",0.0171,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","BGR","Bulgaria","2019","2019",0.7996,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","CYP","Cyprus","2019","2019",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","MLT","Malta","2019","2019",,"n","Magnitude nil or negligible"
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","BEL","Belgium","2019","2019",1.49218,,
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","SEN","Senegal","2019","2019",0.20963,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","ALB","Albania","2019","2019",0.88053,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","TLS","Timor-Leste","2019","2019",0.54032,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","TTO","Trinidad and Tobago","2019","2019",1.02244,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","PER","Peru","2019","2019",0.69192,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","ECU","Ecuador","2019","2019",,"a","Category not applicable"
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","THA","Thailand","2019","2019",0.60295,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","EST","Estonia","2019","2019",0.76661,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","URY","Uruguay","2019","2019",1.14363,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","ARG","Argentina","2019","2019",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","NLD","Netherlands","2019","2019",,"n","Magnitude nil or negligible"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","LCA","Saint Lucia","2019","2019",0.28203,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","COG","Congo","2019","2019",0.99639,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","NPL","Nepal","2019","2019",0.70766,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","NOR","Norway","2019","2019",0.86005,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","UKR","Ukraine","2019","2019",1.71071,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","AZE","Azerbaijan","2019","2019",0.07913,"+","National Estimation"
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","FRA","France","2019","2019",1.11285,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","IRL","Ireland","2019","2019",0.47634,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","NIC","Nicaragua","2019","2019",1.96071,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","PRT","Portugal","2019","2019",1.37753,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","CIV","Côte d'Ivoire","2019","2019",0.68677,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","JOR","Jordan","2019","2019",0.00989,,
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","ISL","Iceland","2019","2019",0.40897,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","BLZ","Belize","2019","2019",1.88973,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","GTM","Guatemala","2019","2019",0.28537,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","TUR","Türkiye","2019","2019",1.11138,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","PHL","Philippines","2019","2019",0.28297,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","ISR","Israel","2019","2019",2.37081,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","AUT","Austria","2019","2019",0.4958,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","HRV","Croatia","2019","2019",0.83384,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","MLI","Mali","2019","2019",1.0519,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","LUX","Luxembourg","2019","2019",1.14666,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","FIN","Finland","2019","2019",1.511,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","SMR","San Marino","2019","2019",1.16456,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","CHL","Chile","2019","2019",1.56964,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","CYP","Cyprus","2019","2019",0.27817,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","DOM","Dominican Republic","2019","2019",0.55372,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","MLT","Malta","2019","2019",0.36191,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","ARE","United Arab Emirates","2019","2019",0.04738,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","ITA","Italy","2019","2019",1.1251,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","URY","Uruguay","2019","2019",0.79809,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MNG","Mongolia","2019","2019",0.19504,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","POL","Poland","2019","2019",0.73499,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","EST","Estonia","2019","2019",1.07919,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","GRC","Greece","2019","2019",0.27036,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","CMR","Cameroon","2019","2019",0.89718,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MYS","Malaysia","2019","2019",0.94536,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","ECU","Ecuador","2019","2019",1.11601,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","ROU","Romania","2019","2019",0.72884,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","NOR","Norway","2019","2019",2.23675,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","GMB","Gambia","2019","2019",0.5516,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","NLD","Netherlands","2019","2019",1.61429,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","SLE","Sierra Leone","2019","2019",1.42268,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2019","2019",1.70053,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","KOR","Republic of Korea","2019","2019",0.39753,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","VGB","British Virgin Islands","2019","2019",0.66818,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","BLR","Belarus","2019","2019",0.81316,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","AZE","Azerbaijan","2019","2019",0.27294,"+","National Estimation"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","CZE","Czechia","2019","2019",,"n","Magnitude nil or negligible"
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","BRB","Barbados","2019","2019",0.12574,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","ISL","Iceland","2019","2019",2.09957,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","LVA","Latvia","2019","2019",1.29159,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","ARG","Argentina","2019","2019",0.98671,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","MCO","Monaco","2019","2019",0.14558,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","AND","Andorra","2019","2019",0.7993,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","MDV","Maldives","2019","2019",0.1513,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","LKA","Sri Lanka","2019","2019",0.8009,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","KOR","Republic of Korea","2019","2019",0.81748,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","JOR","Jordan","2019","2019",,"a","Category not applicable"
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","IRN","Iran (Islamic Republic of)","2019","2019",0.5234,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","VUT","Vanuatu","2019","2019",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","MDA","Republic of Moldova","2019","2019",,"n","Magnitude nil or negligible"
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","LTU","Lithuania","2019","2019",1.44244,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","USA","United States of America","2019","2019",0.84247,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","RWA","Rwanda","2019","2019",0.67903,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","ABW","Aruba","2019","2019",1.52083,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","FIN","Finland","2019","2019",1.1194,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","GRC","Greece","2019","2019",0.70247,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","CPV","Cabo Verde","2019","2019",1.32934,,
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","SMR","San Marino","2019","2019",0.12195,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","TUR","Türkiye","2019","2019",,"a","Category not applicable"
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","SRB","Serbia","2019","2019",1.03979,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","LAO","Lao People's Democratic Republic","2019","2019",0.03798,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","BGR","Bulgaria","2019","2019",0.9335,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","KAZ","Kazakhstan","2019","2019",0.02021,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","HUN","Hungary","2019","2019",0.13254,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","ROU","Romania","2019","2019",0.44316,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","TCA","Turks and Caicos Islands","2019","2019",0.89046,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","MMR","Myanmar","2019","2019",0.35285,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","CYP","Cyprus","2019","2019",0.88006,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","POL","Poland","2019","2019",0.03059,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","ZAF","South Africa","2019","2019",1.08354,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","MRT","Mauritania","2019","2019",,"a","Category not applicable"
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","AIA","Anguilla","2019","2019",0.8465,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","CRI","Costa Rica","2019","2019",2.31013,,
